tradingsymbol,exchange,name,instrument_token,segment,tick_size,lot_size,instrument_type,sector,industry,is_fo_enabled,is_active
DALMIASUG,NSE,DALMIA BHARAT SUG IN,199937,NSE,0.05,1,STOCK,Consumer Defensive,Confectioners,0,1
SHIVATEX,NSE,SHIVA TEXYARN,205825,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
DCM,NSE,DCM,206081,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
BSHSL,NSE,BOMBAY SUPER HYBRID SEEDS,207105,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
DCW,NSE,DCW,209153,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
DHAMPURSUG,NSE,DHAMPUR SUGAR MILLS,219393,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
EQUITASBNK,NSE,EQUITAS SMALL FIN BNK,233729,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
ORCHPHARMA,NSE,ORCHID PHARMA,237057,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ELECTCAST,NSE,ELECTROSTEEL CASTINGS,237569,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
DPABHUSHAN,NSE,D. P. ABHUSHAN,239617,NSE,0.1,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
PGHL,NSE,PROCTER & GAMBLE HEALTH L,240641,NSE,0.5,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ESABINDIA,NSE,ESAB INDIA,244481,NSE,0.5,1,STOCK,Industrials,Tools & Accessories,0,1
SUBEXLTD,NSE,SUBEX,247553,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
EPL,NSE,EPL,251137,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
EVERESTIND,NSE,EVEREST INDUSTRIES,254209,NSE,0.05,1,STOCK,Industrials,Building Products & Equipment,0,1
EUROTEXIND,NSE,EUROTEX INDUSTRIES,255745,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
AARON,NSE,AARON INDUSTRIES,263681,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
FINPIPE,NSE,FINOLEX INDUSTRIES,266497,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
UFLEX,NSE,UFLEX,269569,NSE,0.05,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
FOSECOIND,NSE,FOSECO INDIA,274689,NSE,0.1,1,STOCK,Basic Materials,Chemicals,0,1
GARFIBRES,NSE,GARWARE TECH FIBRES,281601,NSE,0.05,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
DANGEE,NSE,DANGEE DUMS,284161,NSE,0.01,1,STOCK,Consumer Cyclical,Restaurants,0,1
GHCL,NSE,GHCL,288513,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
GTECJAINX,NSE,G-TEC JAINX EDUCATION,289025,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
APOLLO,NSE,APOLLO MICRO SYSTEMS,290305,NSE,0.05,1,STOCK,Industrials,Aerospace & Defense,0,1
GICHSGFIN,NSE,GIC HOUSING FINANCE,291585,NSE,0.01,1,STOCK,Financial Services,Mortgage Finance,0,1
GINNIFILA,NSE,GINNI FILAMENTS,292353,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GIPCL,NSE,GUJ IND POW CO.,293121,NSE,0.01,1,STOCK,Utilities,Utilities - Regulated Electric,0,1
GMBREW,NSE,G M BREWERIES,299009,NSE,0.05,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
GNFC,NSE,GUJ NAR VAL FER & CHEM L,300545,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
FMGOETZE,NSE,FEDERAL-MOGUL GOETZE (IND,304641,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
KANSAINER,NSE,KANSAI NEROLAC PAINTS,306177,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
GOODYEAR,NSE,GOODYEAR INDIA,308481,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
DELTAMAGNT,NSE,DELTA MANUFACTURING,310785,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
GREAVESCOT,NSE,GREAVES COTTON,316161,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
GSFC,NSE,GUJ STATE FERT & CHEM,319233,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
GUJALKALI,NSE,GUJARAT ALKALIES & CHEM,324353,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
GFLLIMITED,NSE,GFL,329985,NSE,0.01,1,STOCK,Financial Services,Asset Management,0,1
HARRMALAYA,NSE,HARRISON MALAYALAM,336129,NSE,0.01,1,STOCK,Consumer Defensive,Farm Products,0,1
GALAXYSURF,NSE,GALAXY SURFACTANTS,336641,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
MARINE,NSE,MARINE ELECTRICAL (I),339969,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SDBL,NSE,SOM DIST & BREW,342529,NSE,0.01,1,STOCK,Consumer Defensive,Beverages - Brewers,0,1
HIMATSEIDE,NSE,HIMATSINGKA SEIDE,348161,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
HINDCOMPOS,NSE,HINDUSTAN COMPOSITES,351233,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
HCC,NSE,HINDUSTAN CONSTRUCTION CO,352001,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
HINDOILEXP,NSE,HINDUSTAN OIL EXPLORATION,359169,NSE,0.01,1,STOCK,Energy,Oil & Gas E&P,0,1
AGI,NSE,AGI GREENPAC,361473,NSE,0.05,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
GLOBAL,NSE,GLOBAL EDUCATION,362241,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
SANOFI,NSE,SANOFI INDIA,369153,NSE,0.1,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
HLVLTD,NSE,HLV,370689,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
BIRLANU,NSE,BIRLANU,372481,NSE,0.1,1,STOCK,Industrials,Building Products & Equipment,0,1
IFBAGRO,NSE,IFB AGRO INDUSTRIES,379393,NSE,0.05,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
IFBIND,NSE,IFB INDUSTRIES,380161,NSE,0.1,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
RBA,NSE,RESTAURANT BRAND ASIA,382465,NSE,0.01,1,STOCK,Consumer Cyclical,Restaurants,0,1
SHIVAMILLS,NSE,SHIVA MILLS,383233,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
INDIAGLYCO,NSE,INDIA GLYCOLS,389377,NSE,0.1,1,STOCK,Basic Materials,Chemicals,0,1
INDIANHUME,NSE,INDIAN HUME PIPE CO.,391681,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
RKEC,NSE,RKEC PROJECTS,396033,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
RVHL,NSE,RAVINDER HEIGHTS,400641,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
GMMPFAUDLR,NSE,GMM PFAUDLER,401921,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
TARC,NSE,TARC,404737,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
MGEL,NSE,MANGALAM GLOBAL ENT,407809,NSE,0.01,1,STOCK,Consumer Defensive,Farm Products,0,1
INGERRAND,NSE,INGERSOLL-RAND INDIA,408833,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
AURIGROW,NSE,AURI GROW INDIA,411393,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
FAIRCHEMOR,NSE,FAIRCHEM ORGANICS,413185,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
BECTORFOOD,NSE,MRS BECTORS FOOD SPE,416769,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
IONEXCHANG,NSE,ION EXCHANGE (INDIA),417281,NSE,0.05,1,STOCK,Industrials,Pollution & Treatment Controls,0,1
SUNDROP,NSE,SUNDROP BRANDS,425729,NSE,0.05,1,STOCK,Consumer Defensive,Packaged Foods,0,1
HGINFRA,NSE,H.G.INFRA ENGINEERING,428033,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
IVP,NSE,IVP,430337,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
JAYBARMARU,NSE,JAY BHARAT MARUTI,437249,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
JAYSREETEA,NSE,JAYSHREE TEA & INDUSTRIES,440321,NSE,0.01,1,STOCK,Consumer Defensive,Farm Products,0,1
JINDALPOLY,NSE,JINDAL POLY FILMS,449537,NSE,0.05,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
KANPRPLA,NSE,KANPUR PLASTIPACK,456193,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
AWHCL,NSE,ANTONY WASTE HDG CELL,460033,NSE,0.05,1,STOCK,Industrials,Waste Management,0,1
JYOTISTRUC,NSE,JYOTI STRUCTURES,461313,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
KABRAEXTRU,NSE,KABRA EXTRUSION TECHNIK L,462081,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
KAMATHOTEL,NSE,KAMAT HOTELS (I),467457,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
KANORICHEM,NSE,KANORIA CHEMICALS & INDUS,469761,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
KCP,NSE,KCP,471297,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
KESORAMIND,NSE,KESORAM INDUSTRIES,475905,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
CARYSIL,NSE,CARYSIL,481025,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
KOPRAN,NSE,KOPRAN,491265,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
WEALTH,NSE,WEALTH FRST PORT. MG.,492289,NSE,0.05,1,STOCK,Financial Services,Capital Markets,0,1
KSB,NSE,KSB,498945,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
LMW,NSE,LMW,506625,NSE,1.0,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
LIBERTSHOE,NSE,LIBERTY SHOES,510465,NSE,0.05,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
AHLADA,NSE,AHLADA ENGINEERS,513025,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
LUMAXIND,NSE,LUMAX INDUSTRIES,516609,NSE,0.5,1,STOCK,Consumer Cyclical,Auto Parts,0,1
INDIGOPNTS,NSE,INDIGO PAINTS,524289,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
MAHSCOOTER,NSE,MAHARASHTRA SCOOTERS,533761,NSE,1.0,1,STOCK,Financial Services,Asset Management,0,1
MAHSEAMLES,NSE,MAHARASHTRA SEAMLESS,534529,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
MANGLMCEM,NSE,MANGALAM CEMENT,539137,NSE,0.05,1,STOCK,Basic Materials,Building Materials,0,1
STOVEKRAFT,NSE,STOVE KRAFT,539393,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
MARALOVER,NSE,MARAL OVERSEAS,540673,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
MASTEK,NSE,MASTEK,543745,NSE,0.1,1,STOCK,Technology,Information Technology Services,0,1
AKG,NSE,AKG EXIM,557057,NSE,0.01,1,STOCK,Industrials,Industrial Distribution,0,1
TSFINV,NSE,TSF INVESTMENTS,558849,NSE,0.05,1,STOCK,Financial Services,Asset Management,0,1
GENCON,NSE,GENERIC ENG CONS PROJ,560129,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
MIRCELECTR,NSE,MIRC ELECTRONICS,563713,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
MODIRUBBER,NSE,MODI RUBBER,570625,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
MODTHREAD,NSE,MODERN THREADS INDIA,573697,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
MOREPENLAB,NSE,MOREPEN LAB.,578305,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
MOTOGENFIN,NSE,MOTOR & GENERAL FINANCE L,580609,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
IRISDOREME,NSE,IRIS CLOTHINGS,582401,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
HLEGLAS,NSE,HLE GLASCOAT,585985,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
MTNL,NSE,MAHANAGAR TELEPHONE NIGAM,587265,NSE,0.01,1,STOCK,Communication Services,Telecom Services,0,1
BESTAGRO,NSE,BEST AGROLIFE,590337,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
MUNJALSHOW,NSE,MUNJAL SHOWA,590593,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
MURUDCERA,NSE,MURUDESHWAR CERAMICS,592129,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
HEIDELBERG,NSE,HEIDELBERGCEMENT (I),592897,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
SMCGLOBAL,NSE,SMC GLOBAL SECURITIES,593921,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
JAYNECOIND,NSE,JAYASWAL NECO INDUSTR,596737,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
NURECA,NSE,NURECA,601601,NSE,0.05,1,STOCK,Healthcare,Medical Devices,0,1
NAVNETEDUL,NSE,NAVNEET EDUCATION,610561,NSE,0.01,1,STOCK,Communication Services,Publishing,0,1
NELCO,NSE,NELCO,611329,NSE,0.05,1,STOCK,Technology,Communication Equipment,0,1
SANDHAR,NSE,SANDHAR TECHNOLOGIES,613633,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
NILKAMAL,NSE,NILKAMAL,619777,NSE,0.1,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
NIRLON,NSE,NIRLON,622849,NSE,0.05,1,STOCK,Real Estate,Real Estate Services,0,1
NKIND,NSE,NK INDUSTRIES,624385,NSE,0.01,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
NOCIL,NSE,NOCIL,625153,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
CENTRUM,NSE,CENTRUM CAPITAL,628225,NSE,0.01,1,STOCK,Financial Services,Financial Conglomerates,0,1
MIDHANI,NSE,MISHRA DHATU NIGAM,630529,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
ONWARDTEC,NSE,ONWARD TECHNOLOGIES,635137,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
SILGO,NSE,SILGO RETAIL,637953,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
ORIENTHOT,NSE,ORIENT HOTELS,638209,NSE,0.01,1,STOCK,Consumer Cyclical,Lodging,0,1
ORIENTPPR,NSE,ORIENT PAPER AND INDS,638977,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
BCLIND,NSE,BCL INDUSTRIES,643329,NSE,0.01,1,STOCK,Consumer Defensive,Beverages - Wineries & Distilleries,0,1
PGHH,NSE,P&G HYGIENE & HEALTH CARE,648961,NSE,1.0,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
HUHTAMAKI,NSE,HUHTAMAKI INDIA,655873,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
AMJLAND,NSE,AMJ LAND HOLDINGS,665089,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
HERANBA,NSE,HERANBA INDUSTRIES,669185,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
SEAMECLTD,NSE,SEAMEC,669697,NSE,0.1,1,STOCK,Industrials,Marine Shipping,0,1
DRCSYSTEMS,NSE,DRC SYSTEMS INDIA,677121,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
POLYPLEX,NSE,POLYPLEX CORPORATION,687873,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
PRAJIND,NSE,PRAJ INDUSTRIES,692481,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
PRAKASH,NSE,PRAKASH INDUSTRIES,693249,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
MTARTECH,NSE,MTAR TECHNOLOGIES,693505,NSE,0.5,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
BUTTERFLY,NSE,BTRFLY GANDHI APPL,695297,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
PRECWIRE,NSE,PRECISION WIRES INDIA,695553,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
PRSMJOHNSN,NSE,PRISM JOHNSON,701185,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
EASEMYTRIP,NSE,EASY TRIP PLANNERS,714753,NSE,0.01,1,STOCK,Consumer Cyclical,Travel Services,0,1
RSWM,NSE,RSWM,715265,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
CHEMFAB,NSE,CHEMFAB ALKALIS,716545,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
RAJSREESUG,NSE,RAJSHREE SUGAR & CHEMICAL,719105,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
ARVEE,NSE,ARVEE LABORATORIES I,720385,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
RALLIS,NSE,RALLIS INDIA,720897,NSE,0.05,1,STOCK,Basic Materials,Agricultural Inputs,0,1
RANASUG,NSE,RANA SUGARS,726273,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
LXCHEM,NSE,LAXMI ORGANIC INDUS,727297,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
RANEHOLDIN,NSE,RANE HOLDINGS,728065,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
RAYMOND,NSE,RAYMOND,731905,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
RCF,NSE,RASHTRIYA CHEMICALS & FER,733697,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
HITECH,NSE,HI-TECH PIPES,734209,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
RICOAUTO,NSE,RICO AUTO INDUSTRIES,744705,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
RIIL,NSE,RELIANCE INDUSTRIAL INFRA,745473,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
RUBYMILLS,NSE,THE RUBY MILLS,752385,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SAKHTISUG,NSE,SAKTHI SUGARS,760065,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
SURYODAY,NSE,SURYODAY SMALL FIN BK,760321,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
ORIENTELEC,NSE,ORIENT ELECTRIC,760833,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
NAZARA,NSE,NAZARA TECHNOLOGIES,764673,NSE,0.05,1,STOCK,Communication Services,Electronic Gaming & Multimedia,0,1
SANDESH,NSE,SANDESH,764929,NSE,0.1,1,STOCK,Communication Services,Publishing,0,1
WONDERLA,NSE,WONDERLA HOLIDAYS,768513,NSE,0.05,1,STOCK,Consumer Cyclical,Leisure,0,1
KOHINOOR,NSE,KOHINOOR FOODS,770305,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
SAURASHCEM,NSE,SAURASHTRA CEMENT,772609,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
SOTL,NSE,SAVITA OIL TECHNOLO.,773377,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SESHAPAPER,NSE,SESHASAYEE PAPER & BOARDS,784897,NSE,0.05,1,STOCK,Basic Materials,Paper & Paper Products,0,1
SHANTIGEAR,NSE,SHANTHI GEARS,787969,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
INDOSTAR,NSE,INDOSTAR CAPITAL FIN,790529,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
SHREDIGCEM,NSE,SHREE DIGVIJAY CEM CO,793345,NSE,0.01,1,STOCK,Basic Materials,Building Materials,0,1
SHREYANIND,NSE,SHREYANS INDUSTRIES,800257,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
UFBL,NSE,UNITED FOODBRANDS,800513,NSE,0.05,1,STOCK,Consumer Cyclical,Restaurants,0,1
TRANSWORLD,NSE,TRANSWORLD SHIP LINES,801025,NSE,0.01,1,STOCK,Industrials,Marine Shipping,0,1
HONDAPOWER,NSE,HONDA I POWER PRODUCT,803329,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
BORORENEW,NSE,BOROSIL RENEWABLES,806145,NSE,0.05,1,STOCK,Technology,Solar,0,1
SIMPLEXINF,NSE,SIMPLEX INFRASTRUCTURES L,809473,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
SKFINDIA,NSE,SKF INDIA,815617,NSE,0.1,1,STOCK,Industrials,Tools & Accessories,0,1
JTEKTINDIA,NSE,JTEKT INDIA,828673,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
NITIRAJ,NSE,NITIRAJ ENGINEERS,831233,NSE,0.01,1,STOCK,Technology,Scientific & Technical Instruments,0,1
SPIC,NSE,SPIC,832513,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
TEMBO,NSE,TEMBO GLOBAL IND,838401,NSE,0.05,1,STOCK,Industrials,Metal Fabrication,0,1
STARPAPER,NSE,STAR PAPER MILLS,842497,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
DEEPINDS,NSE,DEEP INDUSTRIES,842753,NSE,0.05,1,STOCK,Energy,Oil & Gas E&P,0,1
MODISONLTD,NSE,MODISON,848897,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SPMLINFRA,NSE,SPML INFRA,850177,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
SUBROS,NSE,SUBROS,850945,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
SUDARSCHEM,NSE,SUDARSHAN CHEMICAL INDS L,851713,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
ISGEC,NSE,ISGEC HEAVY ENG,852225,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
SUNDRMFAST,NSE,SUNDRAM FASTENERS,856321,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
SUNFLAG,NSE,SUNFLAG IRON AND STEEL CO,857089,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
SUPERSPIN,NSE,SUPER SPINNING MILLS,859393,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SURYAROSNI,NSE,SURYA ROSHNI,864001,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
SWARAJENG,NSE,SWARAJ ENGINES,866305,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Parts,0,1
SMLMAH,NSE,SML MAHINDRA,867073,NSE,0.1,1,STOCK,Consumer Cyclical,Auto Manufacturers,0,1
AGARIND,NSE,AGARWAL INDS CORP,867585,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
TAINWALCHM,NSE,TAINWALA CHEMICAL AND PLA,869377,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AJOONI,NSE,AJOONI BIOTECH,871169,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
BBOX,NSE,BLACK BOX,879361,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
TECILCHEM,NSE,TECIL CHEMICALS,883969,NSE,0.01,1,STOCK,Financial Services,Shell Companies,0,1
TFCILTD,NSE,TOURISM FINANCE CORP. OF,887297,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
THOMASCOOK,NSE,THOMAS COOK (INDIA),891137,NSE,0.01,1,STOCK,Consumer Cyclical,Travel Services,0,1
CLSEL,NSE,CHAMAN LAL SETIA EXP,891393,NSE,0.05,1,STOCK,Consumer Defensive,Packaged Foods,0,1
TIL,NSE,TIL,891905,NSE,0.01,1,STOCK,Industrials,Farm & Heavy Construction Machinery,0,1
TIRUMALCHM,NSE,THIRUMALAI CHEMICALS,894977,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
TNPETRO,NSE,TAMILNADU PETROPRODUCTS L,898305,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
TNTELE,NSE,TAMILNADU TELECOMMUNICATI,899073,NSE,0.01,1,STOCK,Technology,Communication Equipment,0,1
TRANSPEK,NSE,TRANSPEK INDUSTRY,903937,NSE,0.1,1,STOCK,Basic Materials,Chemicals,0,1
TTKPRESTIG,NSE,TTK PRESTIGE,907777,NSE,0.05,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
UCAL,NSE,UCAL,913921,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
UNICHEMLAB,NSE,UNICHEM LABORATORIES,916225,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
MOKSH,NSE,MOKSH ORNAMENTS,918017,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
UNITECH,NSE,UNITECH,920065,NSE,0.01,1,STOCK,Real Estate,Real Estate - Diversified,0,1
UNIVCABLES,NSE,UNIVERSAL CABLES,923393,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SOLARA,NSE,SOLARA ACTIVE PHA SCI,940033,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
VESUVIUS,NSE,VESUVIUS INDIA,941057,NSE,0.05,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
GAYAHWS,NSE,GAYATRI HIGHWAYS,945409,NSE,0.01,1,STOCK,Industrials,Infrastructure Operations,0,1
VINDHYATEL,NSE,VINDHYA TELELINKS,945665,NSE,0.1,1,STOCK,Industrials,Engineering & Construction,0,1
VIPIND,NSE,VIP INDUSTRIES,947969,NSE,0.05,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
VLSFINANCE,NSE,VLS FINANCE,951041,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
VSTIND,NSE,VST INDUSTRIES,953345,NSE,0.05,1,STOCK,Consumer Defensive,Tobacco,0,1
ANMOL,NSE,ANMOL INDIA,954113,NSE,0.01,1,STOCK,Energy,Thermal Coal,0,1
WALCHANNAG,NSE,WALCHANDNAGAR INDUSTRIES,956417,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
